# blastp
# Iteration: 0
# Query: query
# RID: 1G0GM512016
# Database: pdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 100 hits found
query	6U2H_C	74.131	259	67	0	2	260	11	269	4.89e-150	421	88.42
query	5CSW_A	74.131	259	67	0	2	260	15	273	7.17e-150	420	88.42
query	4WO5_A	74.131	259	67	0	2	260	33	291	7.95e-150	421	88.42
query	5ITA_A	74.131	259	67	0	2	260	30	288	1.38e-149	420	88.42
query	4FK3_A	73.745	259	68	0	2	260	25	283	2.28e-149	419	88.03
query	4XV1_A	73.745	259	68	0	2	260	25	283	2.84e-149	419	88.03
query	4RZV_A	73.745	259	68	0	2	260	14	272	3.43e-149	418	88.03
query	5JRQ_A	73.745	259	68	0	2	260	13	271	3.65e-149	418	88.03
query	6V34_A	73.745	259	68	0	2	260	16	274	4.53e-149	418	88.03
query	4CQE_A	73.745	259	68	0	2	260	11	269	5.21e-149	418	88.03
query	6P3D_A	73.745	259	68	0	2	260	30	288	7.96e-149	418	88.03
query	3OG7_A	73.745	259	68	0	2	260	25	283	1.02e-148	417	87.64
query	5HI2_A	73.359	259	64	1	2	260	21	274	8.69e-146	410	87.26
query	5KKR_B	36.330	267	155	7	1	257	33	294	1.29e-50	169	57.68
query	2Y4I_B	36.330	267	155	7	1	257	33	294	1.32e-50	169	57.68
query	7JUQ_B	36.330	267	155	7	1	257	56	317	2.10e-50	169	57.68
query	3PPZ_A	36.260	262	152	8	2	257	38	290	2.76e-45	155	57.63
query	7JUW_B	34.457	267	162	6	1	257	46	309	9.79e-45	154	54.31
query	3P86_A	35.878	262	153	8	2	257	38	290	1.01e-44	153	57.63
query	4CSV_A	34.340	265	152	10	1	257	11	261	1.70e-40	141	53.21
query	5CEN_A	37.405	262	134	9	2	257	13	250	1.14e-39	140	53.82
query	2DQ7_X	33.852	257	150	9	3	253	11	253	3.65e-39	138	52.92
query	1YOJ_A	32.061	262	158	9	3	258	17	264	3.57e-37	133	52.29
query	6E6E_A	32.061	262	158	9	3	258	10	257	2.67e-36	130	52.29
query	2BDF_A	32.061	262	158	9	3	258	13	260	2.81e-36	130	52.29
query	4MXO_A	32.061	262	158	9	3	258	20	267	4.04e-36	130	52.29
query	1YI6_A	32.061	262	158	9	3	258	10	257	7.09e-36	129	51.91
query	4MXX_A	32.061	262	158	9	3	258	20	267	7.39e-36	130	52.29
query	1YOL_A	31.679	262	159	9	3	258	17	264	7.83e-36	129	52.29
query	5XY1_A	32.946	258	152	10	3	253	14	257	1.05e-35	129	53.10
query	2YN8_A	31.618	272	164	9	1	260	19	280	1.26e-35	129	51.84
query	6FNI_A	31.618	272	164	9	1	260	18	279	1.30e-35	129	51.84
query	4MXY_A	32.061	262	158	9	3	258	20	267	1.32e-35	129	51.91
query	3A4O_X	32.946	258	152	10	3	253	15	258	1.35e-35	129	53.10
query	3D7U_B	32.061	262	158	9	3	258	11	258	1.49e-35	129	51.91
query	3U4W_A	32.061	262	158	9	3	258	9	256	1.64e-35	129	51.91
query	3OEZ_A	32.061	262	158	9	3	258	20	267	1.80e-35	129	51.91
query	2OIQ_A	32.061	262	158	9	3	258	20	267	2.22e-35	128	51.91
query	6IN0_A	32.222	270	163	9	1	260	8	267	2.36e-35	129	51.11
query	3ZFY_A	33.935	277	151	11	1	260	19	280	3.60e-35	128	51.99
query	3GEQ_A	32.061	262	158	9	3	258	20	267	5.30e-35	127	51.53
query	2QOK_A	32.593	270	162	9	1	260	45	304	5.44e-35	129	51.11
query	2QOC_A	32.222	270	163	9	1	260	16	275	5.88e-35	129	51.11
query	3DZQ_A	32.222	270	163	9	1	260	33	292	7.22e-35	129	51.11
query	1FMK_A	32.061	262	158	9	3	258	186	433	7.33e-35	130	52.29
query	1Y57_A	32.061	262	158	9	3	258	186	433	7.33e-35	130	52.29
query	2QOO_A	32.222	270	163	9	1	260	45	304	8.34e-35	129	51.11
query	5T0P_A	31.679	262	159	9	3	258	20	267	8.71e-35	127	51.53
query	5SWH_A	31.679	262	159	9	3	258	20	267	8.71e-35	127	51.53
query	2VWU_A	30.882	272	166	9	1	260	16	277	9.33e-35	127	51.47
query	2HWO_A	31.679	262	159	9	3	258	20	267	1.10e-34	127	51.53
query	4LGG_A	31.679	262	159	9	3	258	4	251	1.19e-34	126	51.53
query	4LGH_A	31.679	262	159	9	3	258	11	258	1.30e-34	126	51.53
query	3FXX_A	32.222	270	163	9	1	260	43	302	1.30e-34	128	51.11
query	3SVV_A	31.679	262	159	9	3	258	20	267	1.36e-34	126	51.53
query	2QOI_A	32.222	270	163	9	1	260	45	304	1.39e-34	128	51.11
query	4MCV_A	31.679	262	159	9	3	258	12	259	1.41e-34	126	51.53
query	2OG8_A	30.350	257	159	9	3	253	10	252	1.42e-34	126	55.25
query	2GSF_A	32.222	270	163	9	1	260	45	304	1.46e-34	128	51.11
query	2QOF_A	32.222	270	163	9	1	260	45	304	1.53e-34	128	51.11
query	2QOD_A	32.222	270	163	9	1	260	45	304	1.53e-34	128	51.11
query	3G6H_A	31.679	262	159	9	3	258	20	267	1.59e-34	126	51.53
query	2H8H_A	32.061	262	158	9	3	258	269	516	1.65e-34	130	52.29
query	2HK5_A	30.682	264	163	9	3	260	17	266	1.67e-34	125	52.65
query	6F3F_A	31.679	262	159	9	3	258	189	436	1.92e-34	129	52.29
query	5MJA_A	31.900	279	154	9	1	260	26	287	1.93e-34	126	50.54
query	3ZEW_A	30.627	271	168	8	1	260	19	280	2.03e-34	126	50.55
query	2QOL_A	32.222	270	163	9	1	260	45	304	2.04e-34	128	50.74
query	5ZJ6_A	30.682	264	163	9	3	260	28	277	2.14e-34	126	52.65
query	5MJB_A	32.143	280	152	11	1	260	26	287	2.20e-34	126	51.43
query	6UMW_A	32.143	280	152	11	1	260	22	283	2.24e-34	126	51.43
query	3BYS_A	30.350	257	159	9	3	253	21	263	2.35e-34	125	55.25
query	2OFV_A	30.350	257	159	9	3	253	20	262	2.37e-34	125	55.25
query	2OF2_A	30.350	257	159	9	3	253	15	257	2.42e-34	125	55.25


